Date,Close PLTR,High PLTR,Low PLTR,Open PLTR,Volume PLTR,Close,Open,High,Low,Volume,ATR
2020-10-23,9.489999771118164,9.829999923706055,9.470000267028809,9.710000038146973,12618000,126.18,126.18,126.18,126.18,0.0,113.3437857142857
2020-10-26,9.949999809265137,9.970000267028809,9.600000381469727,9.720000267028809,23767300,237.673,237.673,237.673,237.673,0.0,82.34535714285714
2020-10-27,10.949999809265137,11.039999961853027,9.920000076293945,10.0,53695900,536.959,536.959,536.959,536.959,0.0,77.8717857142857
2020-10-28,10.850000381469727,10.984999656677246,10.100000381469727,10.65999984741211,30941700,309.417,309.417,309.417,309.417,0.0,80.06535714285714
2020-10-29,10.75,11.100000381469727,10.5600004196167,10.899999618530273,20515700,205.157,205.157,205.157,205.157,0.0,76.55842857142856
2020-10-30,10.130000114440918,10.680000305175781,9.850000381469727,10.609999656677246,19705500,197.055,197.055,197.055,197.055,0.0,76.44421428571427
2020-11-02,10.539999961853027,10.569999694824219,10.229999542236328,10.229999542236328,11677800,116.778,116.778,116.778,116.778,0.0,81.30428571428571
2020-11-03,10.5,10.9399995803833,10.4399995803833,10.569999694824219,21652800,216.528,216.528,216.528,216.528,0.0,82.576
2020-11-04,10.720000267028809,10.920000076293945,10.550000190734863,10.819999694824219,15783400,157.834,157.834,157.834,157.834,0.0,86.24807142857142
2020-11-05,11.880000114440918,12.130000114440918,10.850000381469727,10.899999618530273,48560400,485.604,485.604,485.604,485.604,0.0,108.38764285714285
2020-11-06,13.829999923706055,14.960000038146973,12.050000190734863,12.220000267028809,89977600,899.776,899.776,899.776,899.776,0.0,136.5312857142857
2020-11-09,14.670000076293945,15.899999618530273,14.109999656677246,14.960000038146973,60099000,600.99,600.99,600.99,600.99,0.0,156.43614285714284
2020-11-10,14.0,15.010000228881836,13.180000305175781,14.989999771118164,38078700,380.787,380.787,380.787,380.787,0.0,170.77335714285712
2020-11-11,15.960000038146973,15.970000267028809,14.399999618530273,14.569999694824219,47027900,470.279,470.279,470.279,470.279,0.0,170.9237857142857
2020-11-12,14.579999923706055,17.059999465942383,14.40999984741211,16.65999984741211,97904000,979.04,979.04,979.04,979.04,0.0,203.47057142857142
2020-11-13,15.800000190734863,16.0,14.489999771118164,14.489999771118164,76354800,763.548,763.548,763.548,763.548,0.0,210.8990714285714
2020-11-16,15.930000305175781,16.100000381469727,15.010000228881836,15.960000038146973,65326000,653.26,653.26,653.26,653.26,0.0,197.39921428571424
2020-11-17,17.850000381469727,18.75,16.18000030517578,16.290000915527344,116618500,1166.185,1166.185,1166.185,1166.185,0.0,217.78371428571427
2020-11-18,17.899999618530273,19.25,17.540000915527344,18.280000686645508,89957900,899.579,899.579,899.579,899.579,0.0,229.37985714285716
2020-11-19,18.979999542236328,18.979999542236328,17.959999084472656,18.5,56225400,562.254,562.254,562.254,562.254,0.0,252.8957857142857
2020-11-20,18.149999618530273,19.65999984741211,18.0,19.030000686645508,72104000,721.04,721.04,721.04,721.04,0.0,258.5035714285714
2020-11-23,21.040000915527344,21.450000762939453,18.56999969482422,18.6299991607666,84716300,847.163,847.163,847.163,847.163,0.0,260.3873571428571
2020-11-24,23.81999969482422,24.270000457763672,20.6299991607666,22.350000381469727,115468800,1154.688,1154.688,1154.688,1154.688,0.0,278.161
2020-11-25,29.049999237060547,29.75,23.690000534057617,23.959999084472656,202563700,2025.637,2025.637,2025.637,2025.637,0.0,316.9595
2020-11-27,27.65999984741211,33.5,26.1200008392334,31.190000534057617,207834000,2078.34,2078.34,2078.34,2078.34,0.0,291.1402857142857
2020-11-30,27.110000610351562,30.149999618530273,24.110000610351562,28.239999771118164,137243000,1372.43,1372.43,1372.43,1372.43,0.0,320.2205714285714
2020-12-01,25.670000076293945,28.139999389648438,24.450000762939453,28.09000015258789,84050000,840.5,840.5,840.5,840.5,0.0,342.4867857142857
2020-12-02,22.510000228881836,23.399999618530273,21.149999618530273,22.239999771118164,149062100,1490.621,1490.621,1490.621,1490.621,0.0,382.5317142857143
2020-12-03,24.030000686645508,25.6200008392334,23.5,23.549999237060547,85634300,856.343,856.343,856.343,856.343,0.0,391.4972142857143
2020-12-04,23.850000381469727,25.239999771118164,23.510000228881836,24.8799991607666,56044100,560.441,560.441,560.441,560.441,0.0,397.2407857142857
2020-12-07,28.940000534057617,29.0,24.440000534057617,24.440000534057617,118463700,1184.637,1184.637,1184.637,1184.637,0.0,433.9485
2020-12-08,28.59000015258789,31.239999771118164,27.25,30.6299991607666,124754300,1247.543,1247.543,1247.543,1247.543,0.0,401.80428571428575
2020-12-09,26.6299991607666,28.850000381469727,25.329999923706055,28.68000030517578,79634700,796.347,796.347,796.347,796.347,0.0,414.98928571428576
2020-12-10,27.040000915527344,28.040000915527344,25.149999618530273,25.541000366210938,57774800,577.748,577.748,577.748,577.748,0.0,406.5088571428572
2020-12-11,27.200000762939453,28.270000457763672,26.059999465942383,27.149999618530273,52764400,527.644,527.644,527.644,527.644,0.0,398.74585714285723
2020-12-14,27.239999771118164,28.260000228881836,26.729999542236328,28.260000228881836,44734500,447.345,447.345,447.345,447.345,0.0,395.4727142857143
2020-12-15,26.43000030517578,27.100000381469727,25.520000457763672,26.81999969482422,49273200,492.732,492.732,492.732,492.732,0.0,376.74857142857144
2020-12-16,25.920000076293945,26.15999984741211,25.110000610351562,25.709999084472656,44013400,440.134,440.134,440.134,440.134,0.0,318.2949285714286
